content_key,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,existing_author_code,content_disagrees,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version
"apchem-mcq-026","ap-chemistry","mcq","2","2.5","Lewis Diagrams","recovered_author_code","high","The valid author code 2.5 matches the stem/rubric assessment of Lewis Diagrams.","2.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-027","ap-chemistry","mcq","2","2.6","Resonance and Formal Charge","recovered_author_code","high","The valid author code 2.6 matches the stem/rubric assessment of Resonance and Formal Charge.","2.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-028","ap-chemistry","mcq","2","2.7","VSEPR and Hybridization","recovered_author_code","high","The valid author code 2.7 matches the stem/rubric assessment of VSEPR and Hybridization.","2.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-029","ap-chemistry","mcq","3","3.1","Intermolecular and Interparticle Forces","recovered_author_code","high","The valid author code 3.1 matches the stem/rubric assessment of Intermolecular and Interparticle Forces.","3.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-030","ap-chemistry","mcq","3","3.1","Intermolecular and Interparticle Forces","recovered_author_code","high","The valid author code 3.1 matches the stem/rubric assessment of Intermolecular and Interparticle Forces.","3.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-031","ap-chemistry","mcq","3","3.2","Properties of Solids","recovered_author_code","high","The valid author code 3.2 matches the stem/rubric assessment of Properties of Solids.","3.2","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-032","ap-chemistry","mcq","3","3.4","Ideal Gas Law","recovered_author_code","high","The valid author code 3.4 matches the stem/rubric assessment of Ideal Gas Law.","3.4","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-033","ap-chemistry","mcq","3","3.5","Kinetic Molecular Theory","recovered_author_code","high","The valid author code 3.5 matches the stem/rubric assessment of Kinetic Molecular Theory.","3.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-034","ap-chemistry","mcq","3","3.6","Deviation from Ideal Gas Law","recovered_author_code","high","The valid author code 3.6 matches the stem/rubric assessment of Deviation from Ideal Gas Law.","3.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-035","ap-chemistry","mcq","3","3.10","Solubility","recovered_author_code","high","The valid author code 3.10 matches the stem/rubric assessment of Solubility.","3.10","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-036","ap-chemistry","mcq","3","3.13","Beer-Lambert Law","recovered_author_code","high","The valid author code 3.13 matches the stem/rubric assessment of Beer-Lambert Law.","3.13","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-037","ap-chemistry","mcq","3","3.11","Spectroscopy and the Electromagnetic Spectrum","recovered_author_code","high","The valid author code 3.11 matches the stem/rubric assessment of Spectroscopy and the Electromagnetic Spectrum.","3.11","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-038","ap-chemistry","mcq","3","3.9","Separation of Solutions and Mixtures","recovered_author_code","high","The valid author code 3.9 matches the stem/rubric assessment of Separation of Solutions and Mixtures.","3.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-039","ap-chemistry","mcq","3","3.8","Representations of Solutions","recovered_author_code","high","The valid author code 3.8 matches the stem/rubric assessment of Representations of Solutions.","3.8","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-040","ap-chemistry","mcq","4","4.5","Stoichiometry","recovered_author_code","high","The valid author code 4.5 matches the stem/rubric assessment of Stoichiometry.","4.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-041","ap-chemistry","mcq","4","4.2","Net Ionic Equations","recovered_author_code","high","The valid author code 4.2 matches the stem/rubric assessment of Net Ionic Equations.","4.2","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-042","ap-chemistry","mcq","4","4.9","Oxidation-Reduction Reactions","recovered_author_code","high","The valid author code 4.9 matches the stem/rubric assessment of Oxidation-Reduction Reactions.","4.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-043","ap-chemistry","mcq","4","4.7","Types of Chemical Reactions","recovered_author_code","high","The valid author code 4.7 matches the stem/rubric assessment of Types of Chemical Reactions.","4.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-044","ap-chemistry","mcq","4","4.6","Introduction to Titration","recovered_author_code","high","The valid author code 4.6 matches the stem/rubric assessment of Introduction to Titration.","4.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-045","ap-chemistry","mcq","5","5.1","Reaction Rates","recovered_author_code","high","The valid author code 5.1 matches the stem/rubric assessment of Reaction Rates.","5.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-046","ap-chemistry","mcq","5","5.4","Elementary Reactions","recovered_author_code","high","The valid author code 5.4 matches the stem/rubric assessment of Elementary Reactions.","5.4","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-047","ap-chemistry","mcq","5","5.6","Reaction Energy Profile","recovered_author_code","high","The valid author code 5.6 matches the stem/rubric assessment of Reaction Energy Profile.","5.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-048","ap-chemistry","mcq","5","5.11","Catalysis","recovered_author_code","high","The valid author code 5.11 matches the stem/rubric assessment of Catalysis.","5.11","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-049","ap-chemistry","mcq","6","6.1","Endothermic and Exothermic Processes","recovered_author_code","high","The valid author code 6.1 matches the stem/rubric assessment of Endothermic and Exothermic Processes.","6.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-051","ap-chemistry","mcq","6","6.7","Bond Enthalpies","recovered_author_code","high","The valid author code 6.7 matches the stem/rubric assessment of Bond Enthalpies.","6.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-052","ap-chemistry","mcq","6","6.8","Enthalpy of Formation","recovered_author_code","high","The valid author code 6.8 matches the stem/rubric assessment of Enthalpy of Formation.","6.8","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-053","ap-chemistry","mcq","6","6.9","Hess's Law","recovered_author_code","high","The valid author code 6.9 matches the stem/rubric assessment of Hess's Law.","6.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-054","ap-chemistry","mcq","7","7.3","Reaction Quotient and Equilibrium Constant","recovered_author_code","high","The valid author code 7.3 matches the stem/rubric assessment of Reaction Quotient and Equilibrium Constant.","7.3","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-055","ap-chemistry","mcq","7","7.5","Magnitude of the Equilibrium Constant","recovered_author_code","high","The valid author code 7.5 matches the stem/rubric assessment of Magnitude of the Equilibrium Constant.","7.5","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-056","ap-chemistry","mcq","7","7.10","Reaction Quotient and Le Chatelier's Principle","recovered_author_code","high","The valid author code 7.10 matches the stem/rubric assessment of Reaction Quotient and Le Chatelier's Principle.","7.10","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-057","ap-chemistry","mcq","7","7.12","Common-Ion Effect","recovered_author_code","high","The valid author code 7.12 matches the stem/rubric assessment of Common-Ion Effect.","7.12","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-058","ap-chemistry","mcq","8","8.1","Introduction to Acids and Bases","recovered_author_code","high","The valid author code 8.1 matches the stem/rubric assessment of Introduction to Acids and Bases.","8.1","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-059","ap-chemistry","mcq","8","8.2","pH and pOH of Strong Acids and Bases","recovered_author_code","high","The valid author code 8.2 matches the stem/rubric assessment of pH and pOH of Strong Acids and Bases.","8.2","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-060","ap-chemistry","mcq","8","8.3","Weak Acid and Base Equilibria","recovered_author_code","high","The valid author code 8.3 matches the stem/rubric assessment of Weak Acid and Base Equilibria.","8.3","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-061","ap-chemistry","mcq","8","8.4","Acid-Base Reactions and Buffers","recovered_author_code","high","The valid author code 8.4 matches the stem/rubric assessment of Acid-Base Reactions and Buffers.","8.4","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-062","ap-chemistry","mcq","8","8.6","Molecular Structure of Acids and Bases","recovered_author_code","high","The valid author code 8.6 matches the stem/rubric assessment of Molecular Structure of Acids and Bases.","8.6","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-063","ap-chemistry","mcq","8","8.7","pH and pKa","recovered_author_code","high","The valid author code 8.7 matches the stem/rubric assessment of pH and pKa.","8.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-064","ap-chemistry","mcq","8","8.9","Henderson-Hasselbalch Equation","recovered_author_code","high","The valid author code 8.9 matches the stem/rubric assessment of Henderson-Hasselbalch Equation.","8.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-065","ap-chemistry","mcq","8","8.10","Buffer Capacity","recovered_author_code","high","The valid author code 8.10 matches the stem/rubric assessment of Buffer Capacity.","8.10","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-066","ap-chemistry","mcq","9","9.3","Gibbs Free Energy and Thermodynamic Favorability","recovered_author_code","high","The valid author code 9.3 matches the stem/rubric assessment of Gibbs Free Energy and Thermodynamic Favorability.","9.3","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-067","ap-chemistry","mcq","9","9.7","Coupled Reactions","recovered_author_code","high","The valid author code 9.7 matches the stem/rubric assessment of Coupled Reactions.","9.7","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-068","ap-chemistry","mcq","9","9.8","Galvanic and Electrolytic Cells","recovered_author_code","high","The valid author code 9.8 matches the stem/rubric assessment of Galvanic and Electrolytic Cells.","9.8","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-069","ap-chemistry","mcq","9","9.9","Cell Potential and Free Energy","recovered_author_code","high","The valid author code 9.9 matches the stem/rubric assessment of Cell Potential and Free Energy.","9.9","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
"apchem-mcq-070","ap-chemistry","mcq","9","9.11","Electrolysis and Faraday's Law","recovered_author_code","high","The valid author code 9.11 matches the stem/rubric assessment of Electrolysis and Faraday's Law.","9.11","false","","false","false","cbe3116f-6ef5-410c-b535-e9fb711c4c2c"
